title|title(eng)|year|img|score(bl)|score(user)|type|theme|mechanism|bggcode|minplayer|maxplayer|time|mintime|maxtime|age|difficulty
과수원 까마귀|Orchard|1986|https://boardlife.co.kr/data/boardgame_strategy/2017/01/13/1484293785-776053.gif|0.000|7.00|어린이|어린이 게임,주사위|협동 게임,주사위 굴리기|5770|2|8|10|10|10|3|1.038
페니 레인|Penny Lane|2019|https://boardlife.co.kr/wys2/swf_upload/2022/05/07/165192898496209.png|0.000|0.00|가족|도시 건설|근로자 배치|252479|2|5|30|30|30|14|1.6
소울 오브 디 엠파이어|Soul of the Empire|2018|https://boardlife.co.kr/data/boardgame_strategy_reg/2019/01/10/1547085288-22816.jpg|0.000|0.00|전쟁|고대,문명,종교,전쟁 게임|액션 포인트,지역 과반수/영향력,캠페인/배틀 카드 주도,주사위 굴리기,가변적 플레이어 능력|236216|2|4|140|100|140|14|3.2857
비시우|Visioo|2018|https://boardlife.co.kr/data/boardgame_strategy_reg/2019/01/10/1547085098-363364.jpg|0.000|0.00|전쟁|어린이 게임,교육,기억력,파티 게임|기억,패턴 인식|267978|2|6|20|15|20|7|0
킹덤 데스: 몬스터 - 엑스맥스 프로모|Kingdom|2014|https://boardlife.co.kr/data/boardgame_strategy_reg/2018/11/03/1541252282-348261.jpg|0.000|0.00|전쟁|중세|주사위 굴리기|14980|2|6|0|0|0|10|3
체크 리스트|Check List|2018|https://boardlife.co.kr/data/boardgame_strategy_reg/2019/01/09/1547023380-124626.jpg|0.000|0.00|전쟁|추리,단어 게임|종이와 연필,패턴 인식|263419|2|4|20|20|20|8|1
타임 브레이커|Time Breaker|2019|https://boardlife.co.kr/data/boardgame_strategy_reg/2019/01/10/1547084860-142370.jpg|0.000|0.00|전쟁|SF|모듈형 게임판,수령과 배달,지점 이동,치고받기|220234|2|5|30|5|30|8|2
에이스 오브 에이스: 핸디 로터리 시리즈|Ace of Aces: Handy Rotary Series|1980|https://boardlife.co.kr/data/boardgame_strategy_reg/2019/01/21/1548053863-520064.jpg|0.000|0.00|전쟁|항공 / 비행,서적,전쟁 게임,﻿1차 세계 대전|종이와 연필,시뮬레이션,동시 동작 선택|798|2|2|20|20|20|10|1.7544
아웃브레이크|Outbreak|2018|https://boardlife.co.kr/data/boardgame_strategy_reg/2019/01/07/1546868360-26652.png|0.000|0.00|전략|전투,공포,영토 건설,좀비|지역 과반수/영향력,협동 게임,주사위 굴리기,모듈형 게임판,행운을 빕니다,1인용 게임,가변적 플레이어 능력,근로자 배치|243443|1|8|180|60|180|14|2
1 서바이브|1 Survives|2019|https://boardlife.co.kr/data/boardgame_strategy_reg/2019/01/07/1546868257-358957.jpg|0.000|0.00|전쟁|카드 게임,공포|핸드 관리,플레이어 탈락,세트 컬렉션|267218|2|6|30|10|30|9|2
소드 & 세일|Swords & Sails|2019|https://boardlife.co.kr/data/boardgame_strategy_reg/2019/01/04/1546608726-751927.png|0.000|0.00|전쟁|중세,협상,전쟁 게임|지역 과반수/영향력,영역 이동,비밀 유닛 배치,동시 동작 선택|182736|2|7|240|90|240|10|2.6
아이언 헬름: 어드벤쳐 팩 #3 - 갈녹의 미로|Iron Helm: Adventure Pack #3 – Galnok's Labyrinth|2019|https://boardlife.co.kr/data/boardgame_strategy_reg/2020/11/20/1605813636-865798.jpg|0.000|0.00|전쟁|확장 게임,모험,카드 게임,신화|주사위 굴리기,행운을 빕니다,1인용 게임|295679|1|1|0|0|0|0|0
나바호 워즈|Navajo Wars|2013|https://boardlife.co.kr/data/boardgame_strategy/2013/11/12/1384233314-713565.jpg|0.000|0.00|전쟁|미국 인디언 전쟁,미국 서부,나폴레옹 시대 이후,전쟁 게임|캠페인/배틀 카드 주도,지점 이동,1인용 게임|102435|1|2|120|120|120|12|3.8803
엔트데커|Entdecker: Exploring New Horizons|1996|https://boardlife.co.kr/data/boardgame_strategy/2013/06/18/1371489641-680404.jpg|0.000|0.00|가족|탐험,해상|지역 과반수/영향력,모듈형 게임판,타일 ​​배치|1334|2|4|90|90|90|10|2.4424
말리폭스|Malifaux|2009|https://boardlife.co.kr/data/boardgame_strategy/2014/12/09/1418135732-433507.png|0.000|0.00|테마|수집형 게임,공포,미니어처|핸드 관리,가변적 플레이어 능력|52328|2|2|120|90|120|0|3.3
호러스|Horus|2008|https://boardlife.co.kr/data/boardgame_strategy/2013/06/18/1371503342-794802.jpg|0.000|0.00|추상|고대,영토 건설|지역 과반수/영향력,감싸기,핸드 관리,타일 ​​배치|9616|2|4|60|60|60|10|2.2
캐슬|Castles|2014|https://boardlife.co.kr/wys2/swf_upload/2022/08/30/1661792045879862.jpg|0.000|0.00|가족|카드 게임,전투,중세,영토 건설||149156|2|2|30|30|30|10|2
알|BraveRats|2011|https://boardlife.co.kr/data/boardgame_strategy/2013/11/03/1383483709-189306.jpg|0.000|0.00|가족|카드 게임,판타지|동시 동작 선택|112373|2|2|15|15|15|8|1.156
바실리카|Basilica|2010|https://boardlife.co.kr/data/boardgame_strategy/2013/06/16/1371325131-308849.jpg|0.000|0.00|전략|중세,종교|액션 포인트,지역 과반수/영향력,모듈형 게임판,오픈 드래프팅,타일 ​​배치|38931|2|2|45|45|45|10|2.3077
시베리아|Siberia|2011|https://boardlife.co.kr/wys2/swf_upload/2022/07/01/1656662663199305.jpg|0.000|0.00|전략|경제,산업 / 제조|영역 이동,치트 뽑기 시스템,동시 동작 선택,가변적 단계 순서|110102|2|4|60|60|60|10|2.4
펠리컨 베이|Pelican Bay|2013|https://boardlife.co.kr/data/boardgame_strategy/2013/11/07/1383821301-691908.jpg|0.000|0.00|가족|추상 전략,동물,영토 건설|모듈형 게임판,패턴 구축,타일 ​​배치|140172|2|4|50|40|50|10|2.2
데스틸|De Stijl|2014|https://boardlife.co.kr/data/boardgame_strategy/2018/05/02/1525217369-214804.gif|0.000|0.00|추상|추상 전략,카드 게임,출력 가능 게임,퍼즐|지역 과반수/영향력,오픈 드래프팅,타일 ​​배치|168544|2|5|30|20|30|8|1.75
아스틀란|Aztlán|2012|https://boardlife.co.kr/data/boardgame_strategy/2013/06/13/1371126261-616357.jpg|0.000|9.00|전쟁|고대,문명|지역 과반수/영향력,영역 이동,동시 동작 선택|124490|2|4|60|60|60|13|2.3929
마피아|Mafia|2007|https://boardlife.co.kr/data/boardgame_strategy/2013/11/05/1383634315-700676.jpg|0.000|0.00|파티|추리,마피아,협상,파티 게임|﻿연기,기억,플레이어 탈락,팀 기반 게임,가변적 플레이어 능력,투표|32471|7|22|30|30|30|0|1.3333
포뮬라 E|Formula E|2014|https://boardlife.co.kr/data/boardgame_strategy/2014/08/19/1408446663-644764.jpg|0.000|0.00|가족|동물,레이싱,스포츠,운송|구획 이동,핸드 관리,지점 이동|135019|3|6|60|60|60|8|1.5
BTS 우노|UNO: BTS|2019|https://boardlife.co.kr/data/boardgame_strategy_reg/2019/11/09/1573290850-121451.jpg|0.000|6.00|전쟁|카드 게임,어린이 게임,영화 / TV / 라디오 테마|핸드 관리|322325|2|10|0|0|0|7|0
메테오 미니|Meteor|2015|https://boardlife.co.kr/data/boardgame_strategy/2017/02/15/1487138058-623435.gif|0.000|0.00|가족|카드 게임,실시간,SF|협동 게임,핸드 관리,실시간|166109|1|6|15|15|15|12|1.9
플래쉬라이트 앤 파이어파일|Flashlights & Fireflies|2015|https://boardlife.co.kr/data/boardgame_strategy/2015/07/07/1436242368-702667.png|0.000|0.00|어린이|어린이 게임||172932|2|5|20|20|20|6|1
성큰시티|Sunken City|2004|https://boardlife.co.kr/wys2/swf_upload/2022/09/17/1663356976126729.jpg|0.000|0.00|전략|모험,고대,탐험,신화|캠페인/배틀 카드 주도,모듈형 게임판,수령과 배달,지점 이동,행운을 빕니다,롤 / 스핀 및 이동,타일 ​​배치|9021|2|4|45|45|45|8|1.9899
럭서|Luxor|2001|https://boardlife.co.kr/wys2/swf_upload/2022/08/17/166073885842602.jpg|0.000|0.00|가족|고대|타일 ​​배치|1205|2|4|45|30|45|9|1.4737
파이어 드래곤|Feuerdrachen|2013|https://boardlife.co.kr/wys2/swf_upload/2022/08/26/1661520408651028.jpg|0.000|0.00|어린이|어린이 게임,판타지|롤 / 스핀 및 이동|148764|2|4|20|20|20|5|1.2308
터보 랠리 카드레이싱|Turbo Rally Card Racing|2013|https://boardlife.co.kr/data/boardgame_strategy/2013/12/14/1387030793-441846.jpg|0.000|0.00|전쟁|카드 게임,어린이 게임,레이싱,스포츠|치고받기,타일 ​​배치|148668|2|0|10|10|10|4|1.25
빅풋|Bigfoot|2014|https://boardlife.co.kr/data/boardgame_strategy/2014/11/25/1416861480-965498.png|0.000|0.00|가족|추리|오픈 드래프팅|151396|2|2|15|15|15|12|1.8571
퍼즐 스트라이크|Puzzle Strike|2010|https://boardlife.co.kr/data/boardgame_strategy/2013/06/16/1371321896-501383.jpg|0.000|0.00|전략|카드 게임,판타지,비디오 게임 테마|핸드 관리,오픈 드래프팅,플레이어 탈락,가변적 플레이어 능력|67928|2|4|20|20|20|8|2.29
녹스|Nox|2012|https://boardlife.co.kr/data/boardgame_strategy/2013/06/12/1370974272-694102.jpg|0.000|0.00|가족|카드 게임|핸드 관리,세트 컬렉션|123370|2|6|20|20|20|10|1.2
피어리드래곤|Fiery Dragons|2006|https://boardlife.co.kr/wys2/swf_upload/2022/08/28/1661624093433575.jpg|0.000|0.00|어린이|어린이 게임,기억력,레이싱|기억|23658|2|4|15|15|15|5|1.2727
이머전시 이벤트|Emergence Event|2015|https://boardlife.co.kr/data/boardgame_strategy/2015/05/14/1431589255-609884.png|0.000|0.00|테마|카드 게임,미니어처,SF,우주 탐험|지역 과반수/영향력,핸드 관리,육각형 구획,모듈형 게임판,치고받기,가변적 플레이어 능력|154857|2|4|120|120|120|12|2.8889
스핀 몽키스|Spin Monkeys|2012|https://boardlife.co.kr/data/boardgame_strategy/2013/06/13/1371071407-138711.jpg|0.000|0.00|가족|동물|작업 대기열,핸드 관리|132188|2|8|45|45|45|13|1.6154
롤 투 더 사우스 폴|Roll to the South Pole|2012|https://boardlife.co.kr/data/boardgame_strategy/2013/06/06/1370463657-429396.jpg|0.000|0.00|가족|주사위,레이싱|주사위 굴리기,행운을 빕니다|118330|2|5|45|45|45|10|1.625
2038: 소행성 지대의 제왕|2038: Tycoons of the Asteroid Belt|1995|https://boardlife.co.kr/wys2/swf_upload/2022/09/17/1663368840299399.jpg|0.000|0.00|전략|경제,SF,우주 탐험,기차,운송|경매/입찰,네트워크 및 경로 구축,수령과 배달,주식 보유|816|3|6|360|360|360|14|4.0196
만물박사|Wollmilchsau|2011|https://boardlife.co.kr/data/boardgame_strategy/2013/06/20/1371654629-339650.jpg|0.000|0.00|전쟁|동물,카드 게임,주사위,농사,실시간|주사위 굴리기,패턴 인식|108158|2|6|20|20|20|8|1
트위글|Tweegles|2012|https://boardlife.co.kr/data/boardgame_strategy/2013/06/12/1370970996-881995.jpg|0.000|0.00|전쟁|카드 게임,어린이 게임,실시간|﻿연기,패턴 인식|123514|2|5|15|15|15|6|1
몬스터 트랩|Monster Trap|2011|https://boardlife.co.kr/wys2/swf_upload/2022/07/25/1658693142662313.jpg|0.000|0.00|어린이|액션 / 손재주,어린이 게임|팀 기반 게임|98122|2|4|20|20|20|6|1.1579
가빗 앵그리 버드 에디션|Gobbit Angry Birds|2016|https://boardlife.co.kr/data/boardgame_strategy/2018/06/18/1529298040-494651.gif|0.000|0.00|전쟁|||209366|2|8|15|15|15|6|0
에이지 오브 미쏠로지: 보드게임|Age of Mythology: The Boardgame|2003|https://boardlife.co.kr/wys2/swf_upload/2022/06/29/165650388046600.jpg|0.000|0.00|전략|고대,문명,신화,비디오 게임 테마|캠페인/배틀 카드 주도,주사위 굴리기,가위 바위 보,비밀 유닛 배치,가변적 단계 순서,가변적 플레이어 능력|6707|2|4|120|120|120|10|2.9305
로맨스 오브 나인 엠파이어|Romance of the Nine Empires|2013|https://boardlife.co.kr/data/boardgame_strategy/2013/08/13/1376391200-753325.jpg|0.000|0.00|커스터마이징|카드 게임,판타지,전투,영화 / TV / 라디오 테마|핸드 관리|143701|2|5|45|45|45|12|3.1
대부|Der Pate|2010|https://boardlife.co.kr/data/boardgame_strategy/2013/06/17/1371416637-505969.jpg|0.000|0.00|전략|주사위,경제,마피아|주사위 굴리기|74102|2|4|60|60|60|12|2.3571
팬텀 리더|Phantom Leader|2010|https://boardlife.co.kr/wys2/swf_upload/2022/08/05/1659649233757522.jpg|0.000|0.00|전쟁|항공 / 비행,현대전,베트남 전쟁,전쟁 게임|캠페인/배틀 카드 주도,주사위 굴리기,오픈 드래프팅|41490|1|1|30|30|30|12|2.5915
방주와 노아|Ark & Noah|2012|https://boardlife.co.kr/data/boardgame_strategy/2013/06/13/1371062577-907553.jpg|0.000|0.00|가족|동물,해상,소설 기반 게임,종교|지역 과반수/영향력,감싸기,가변적 단계 순서,근로자 배치|129382|2|4|45|45|45|8|2.7368
저스티스 리그: 히어로 다이스 - 슈퍼맨|Justice League: Hero Dice – Superman|2015|https://boardlife.co.kr/data/boardgame_strategy/2015/09/28/1443443979-859323.png|0.000|0.00|가족|만화 / 연재물,주사위|협동 게임,주사위 굴리기,가변적 플레이어 능력|184372|1|1|25|15|25|10|1.4444
레거시스|Legacies|2020|https://boardlife.co.kr/wys2/swf_upload/2022/03/29/1648564528572849.png|0.000|0.00|전략|경제|게임 종료 보너스,이벤트,핸드 관리,세트 컬렉션,1인용 게임,주식 보유,가변적 단계 순서,가변적 플레이어 능력,승점을 자원으로 사용,근로자 배치|280726|1|6|180|90|180|12|4.0882
타임라인: 스타워즈|Timeline: Star Wars|2015|https://boardlife.co.kr/data/boardgame_strategy/2015/09/21/1442808008-993494.png|0.000|0.00|파티|카드 게임,교육,영화 / TV / 라디오 테마,트리비아||183797|2|8|15|15|15|8|1.1538
카드라인: 마블|Cardline: Marvel|2015|https://boardlife.co.kr/data/boardgame_strategy/2015/09/17/1442475261-850290.png|0.000|0.00|파티|카드 게임,만화 / 연재물||182077|2|8|15|15|15|7|1
진짜 피치군|Peach Snaps|2019|https://boardlife.co.kr/wys2/swf_upload/2022/08/31/1661951964754097.png|0.000|6.20|전쟁|카드 게임|맞춰서 내기,패턴 인식,실시간|276005|2|8|20|10|20|6|1
갓스포지|Godsforge|2019|https://boardlife.co.kr/data/boardgame_strategy_reg/2019/11/09/1573289569-524086.png|0.000|0.00|전쟁|카드 게임,주사위|주사위 굴리기,동시 동작 선택|265399|2|4|40|20|40|14|2
안드로이드: 넷러너 -키타라-캄팔라 어센던트|Android: Netrunner – Kampala Ascendent|2018|https://boardlife.co.kr/data/boardgame_strategy_reg/2018/10/24/1540341186-813886.png|0.000|0.00|커스터마이징|블러핑,카드 게임,수집형 게임,확장 게임,SF|액션 포인트,핸드 관리,비밀 유닛 배치,가변적 플레이어 능력|246523|2|2|60|30|60|14|0
모스크바 전투 (3판)|La Bataille de la Moscowa (Third Edition)|2011|https://boardlife.co.kr/wys2/swf_upload/2022/07/03/1656783875972750.jpg|0.000|0.00|전쟁|나폴레옹 시대,전쟁 게임|육각형 구획,시선|85424|2|8|1000|1000|1000|16|4.2286
알리바이|Alibi|2001|https://boardlife.co.kr/data/boardgame_strategy/2016/02/12/1455203343-778199.png|0.000|0.00|어린이|카드 게임,추리||2707|2|5|45|45|45|8|1
알리바이|Alibi|1993|https://boardlife.co.kr/wys2/swf_upload/2022/04/28/1651082272272172.jpg|0.000|0.00|가족|카드 게임,추리,살인 / 미스터리|세트 컬렉션,거래|1417|3|10|45|30|45|10|1.8039
안드로이드: 넷러너 - 악마와 용|Android: Netrunner – The Devil and the Dragon|2018|https://boardlife.co.kr/data/boardgame_strategy_reg/2018/10/24/1540340966-385707.png|0.000|0.00|커스터마이징|블러핑,카드 게임,수집형 게임,확장 게임,SF|액션 포인트,핸드 관리,비밀 유닛 배치,가변적 플레이어 능력|245351|2|2|60|30|60|14|0
군기모노|Gunkimono|2018|https://boardlife.co.kr/data/boardgame_strategy_reg/2019/07/26/1564130519-681995.jpg|0.000|7.00|추상|중세,영토 건설|감싸기,핸드 관리,겹쳐 놓기,오픈 드래프팅,타일 ​​배치|251890|2|5|60|45|60|10|1.8421
안드로이드: 넷러너 -키타라-소버린 사이트|Android: Netrunner – Sovereign Sight|2017|https://boardlife.co.kr/data/boardgame_strategy_reg/2018/10/24/1540340588-209108.jpg|0.000|0.00|커스터마이징|카드 게임,수집형 게임,확장 게임||235539|2|2|60|30|60|14|0
맨 인 블랙: 언더커버|Men In Black: Undercover|2019|https://boardlife.co.kr/data/boardgame_strategy_reg/2019/11/09/1573292369-320119.jpg|0.000|0.00|전쟁|영화 / TV / 라디오 테마||274438|3|6|30|30|30|12|0
포비든 스카이|Forbidden Sky|2018|https://boardlife.co.kr/data/boardgame_strategy_reg/2019/11/10/1573393316-647414.jpg|0.000|0.00|가족|전자기기,SF|액션 포인트,협동 게임,모듈형 게임판,타일 ​​배치,가변적 플레이어 능력|245271|2|5|60|60|60|10|2.625
찍찍이와 야옹이|Cat & Mouse|2019|https://boardlife.co.kr/data/boardgame_strategy_reg/2019/10/18/1571370188-935320.jpg|0.000|5.50|전쟁|동물,어린이 게임,기억력|기억|284740|2|4|15|15|15|4|0
안드로이드: 넷러너 -키타라-나루바알레 속삭임|Android: Netrunner – Whispers in Nalubaale|2018|https://boardlife.co.kr/data/boardgame_strategy_reg/2018/10/24/1540341076-583200.png|0.000|0.00|커스터마이징|블러핑,카드 게임,수집형 게임,확장 게임,SF|액션 포인트,핸드 관리,비밀 유닛 배치,가변적 플레이어 능력|245339|2|2|60|30|60|14|0
타이탄|Titan|2022|https://boardlife.co.kr/wys2/swf_upload/2022/04/22/165055555963160.png|0.000|0.00|전략|산업 / 제조,SF,영토 건설|네트워크 및 경로 구축,치고받기,근로자 배치|260923|2|4|120|60|120|14|3.5
안드로이드: 넷러너 -월드 챔피언십 2017-코퍼-지적인 이미징|Android|2018|https://boardlife.co.kr/data/boardgame_strategy_reg/2018/10/24/1540339772-205479.jpg|0.000|0.00|테마|살인 / 미스터리,SF|액션 포인트,연결,핸드 관리,네트워크 및 경로 구축,치고받기,가변적 플레이어 능력|39339|3|5|180|180|180|13|3.9679
쇼부|SHŌBU|2019|https://boardlife.co.kr/data/boardgame_strategy_reg/2019/11/09/1573287841-529615.jpg|0.000|7.50|추상|추상 전략|구획 이동,밀기,정사각형 그리드|272380|2|2|30|15|30|8|1.7941
전설들의 충돌 (2판)|Conflicting Legends (Second Edition)|2019|https://boardlife.co.kr/wys2/swf_upload/2022/09/12/1662918101348011.jpg|0.000|0.00|가족|카드 게임,파티 게임|핸드 관리,가위 바위 보|281245|3|6|30|30|30|14|2
조로 주사위 게임|The Zorro Dice Game|2020|https://boardlife.co.kr/data/boardgame_strategy_reg/2019/11/09/1573290437-30281.jpg|0.000|0.00|파티|모험,카드 게임,주사위,파티 게임|주사위 굴리기,다이 아이콘 해상도,피날레 엔딩,재굴림과 잠금,준협동 게임,세트 컬렉션,1인용 게임,팀 기반 게임,가변적 준비|282081|2|6|30|15|30|13|1
워! 에이지 오브 임페리얼리즘|War! Age of Imperialism|2001|https://boardlife.co.kr/wys2/swf_upload/2022/09/20/1663611866175404.jpg|0.000|0.00|전쟁|산업 / 제조,나폴레옹 시대 이후,전쟁 게임|영역 이동,주사위 굴리기,시뮬레이션|2718|2|6|180|180|180|12|2.8
툼|Tomb|2008|https://boardlife.co.kr/data/boardgame_strategy/2013/06/17/1371402681-466358.jpg|0.000|0.00|테마|모험,탐험,판타지,전투,중세|주사위 굴리기,모듈형 게임판,비밀 유닛 배치|29581|2|6|60|60|60|12|2.622
안드로이드: 넷러너 -키타라-크레스트 위원회|Android: Netrunner – Council of the Crest|2018|https://boardlife.co.kr/data/boardgame_strategy_reg/2018/10/24/1540340860-720724.png|0.000|0.00|커스터마이징|블러핑,카드 게임,수집형 게임,확장 게임,SF|액션 포인트,핸드 관리,비밀 유닛 배치,가변적 플레이어 능력|239941|2|2|45|45|45|14|0
노팅햄|Nottingham|2006|https://boardlife.co.kr/wys2/swf_upload/2022/06/11/1654876951149753.jpg|0.000|0.00|가족|카드 게임|경매/입찰,핸드 관리,세트 컬렉션|21754|3|7|30|30|30|10|1.6023
안드로이드: 넷러너 -월드 챔피언십 2016-러너-위자드|Android|2017|https://boardlife.co.kr/data/boardgame_strategy_reg/2018/10/24/1540339054-805985.png|0.000|0.00|테마|살인 / 미스터리,SF|액션 포인트,연결,핸드 관리,네트워크 및 경로 구축,치고받기,가변적 플레이어 능력|39339|3|5|180|180|180|13|3.9679
윙즈 오브 워:  하늘에서 내리는 불|Wings of War: Fire from the Sky|2009|https://boardlife.co.kr/data/boardgame_strategy/2013/06/16/1371394505-586091.jpg|0.000|0.00|전쟁|항공 / 비행,카드 게임,전쟁 게임,2차 세계 대전|작업 대기열,플레이어 탈락,시뮬레이션,동시 동작 선택|36482|2|6|30|30|30|13|2.0294
B-17: 하늘의 여왕|B-17: Queen of the Skies|1981|https://boardlife.co.kr/wys2/swf_upload/2022/07/26/165876826717083.jpg|0.000|0.00|전쟁|항공 / 비행,전쟁 게임,2차 세계 대전|영역 이동,주사위 굴리기,이벤트,종이와 연필,비율 / 전투 결과 표,시나리오 / 미션 / 캠페인 게임,시뮬레이션,1인용 게임|1032|1|2|20|20|20|12|2.3347
러브 레터: 벚꽃사중주|Love Letter|2018|https://boardlife.co.kr/data/boardgame_strategy_reg/2018/12/04/1543894242-158804.jpg|0.000|0.00|가족|카드 게임,추리,르네상스|추리,핸드 관리,플레이어 탈락,다회 점수 합산 게임,치고받기|129622|2|4|20|20|20|10|1.1893
러브 레터|Love Letter|2018|https://boardlife.co.kr/data/boardgame_strategy_reg/2018/12/04/1543894576-977498.jpg|0.000|0.00|가족|카드 게임,추리,르네상스|추리,핸드 관리,플레이어 탈락,다회 점수 합산 게임,치고받기|129622|2|4|20|20|20|10|1.1893
태양신 라|Ra|2021|https://boardlife.co.kr/data/boardgame_strategy/2020/12/24/1608747906-463212.jpg|0.000|8.14|전략|고대,신화|경매/입찰,경매: 한바퀴,폐쇄 경제 경매,제한된 입찰,행운을 빕니다,세트 컬렉션|12|2|5|60|45|60|12|2.3466
노브젝트|Nobjects|2019|https://boardlife.co.kr/wys2/swf_upload/2022/01/25/1643041048511260.jpg|0.000|0.00|파티|파티 게임|선 그리기|276121|3|6|30|15|30|8|1
러브 레터: 보석의나라|Love Letter|2015|https://boardlife.co.kr/data/boardgame_strategy_reg/2018/12/04/1543893763-623417.jpg|0.000|0.00|가족|카드 게임,추리,르네상스|추리,핸드 관리,플레이어 탈락,다회 점수 합산 게임,치고받기|129622|2|4|20|20|20|10|1.1893
익스플로딩 키튼: NSFW 덱|Exploding Kittens: NSFW Deck|2015|https://boardlife.co.kr/wys2/swf_upload/2022/02/08/1644296589431699.png|0.000|0.00|파티|동물,카드 게임,만화 / 연재물,유머,성인|핸드 관리,플레이어 탈락,행운을 빕니다,세트 컬렉션,치고받기|172242|2|5|20|10|20|18|1.0732
안드로이드: 넷러너 -키타라-백나일강 하류|Android: Netrunner – Down the White Nile|2018|https://boardlife.co.kr/data/boardgame_strategy_reg/2018/10/24/1540340695-940321.png|0.000|0.00|커스터마이징|카드 게임,수집형 게임,확장 게임||237730|2|2|60|30|60|14|0
안드로이드: 넷러너 -월드 챔피언십 2017-러너-헤일리 카플란|Android|2018|https://boardlife.co.kr/data/boardgame_strategy_reg/2018/10/24/1540339648-533182.jpg|0.000|0.00|테마|살인 / 미스터리,SF|액션 포인트,연결,핸드 관리,네트워크 및 경로 구축,치고받기,가변적 플레이어 능력|39339|3|5|180|180|180|13|3.9679
롤 포 더 갤럭시 프로모: 테라포밍식민지/다각화경제|Roll for the Galaxy: Terraforming Colony/Diversified Economy Promo Tile|2016|https://boardlife.co.kr/data/boardgame_strategy_reg/2018/10/24/1540343052-391048.png|0.000|0.00|전략|확장 게임,문명,주사위,경제,SF,우주 탐험|주사위 굴리기,동시 동작 선택|211347|2|5|45|45|45|13|2.5
네버랜드 구출|The Neverland Rescue|2019|https://boardlife.co.kr/data/boardgame_strategy_reg/2019/11/09/1573291134-980328.png|0.000|0.00|전쟁|서적,추리,소설 기반 게임|세트 컬렉션,동시 동작 선택,가변적 플레이어 능력|245058|2|2|45|30|45|12|2.3333
안드로이드: 넷러너 -월드 챔피언십 2015-러너-발렌시아|Android|2016|https://boardlife.co.kr/data/boardgame_strategy_reg/2018/10/24/1540338543-261139.jpg|0.000|0.00|테마|살인 / 미스터리,SF|액션 포인트,연결,핸드 관리,네트워크 및 경로 구축,치고받기,가변적 플레이어 능력|39339|3|5|180|180|180|13|3.9679
죽음의 휘파람|Whistling Death|2003|https://boardlife.co.kr/wys2/swf_upload/2022/08/09/1660045738752659.jpg|0.000|0.00|전쟁|항공 / 비행,전쟁 게임,2차 세계 대전|주사위 굴리기,시뮬레이션|8521|1|4|240|240|240|14|4.3333
투어 오퍼레이터|Tour Operator|2018|https://boardlife.co.kr/wys2/swf_upload/2022/06/19/165557551481766.jpg|0.000|0.00|전략|항공 / 비행,여행|주사위 굴리기,구획 이동,핸드 관리,세트 컬렉션|239930|2|4|90|45|90|8|2.25
안드로이드: 넷러너 -월드 챔피언십 2015-코퍼-미래 설계|Android|2016|https://boardlife.co.kr/data/boardgame_strategy_reg/2018/10/24/1540338845-750839.jpg|0.000|0.00|테마|살인 / 미스터리,SF|액션 포인트,연결,핸드 관리,네트워크 및 경로 구축,치고받기,가변적 플레이어 능력|39339|3|5|180|180|180|13|3.9679
달아난 승리: 수에즈 운하 공중전, 1967-1973|Elusive Victory: The Air War over the Suez Canal 1967-1973|2009|https://boardlife.co.kr/wys2/swf_upload/2022/07/10/165743983933826.jpg|0.000|0.00|전쟁|항공 / 비행,현대전,전쟁 게임|치트 뽑기 시스템,주사위 굴리기,구획 이동,육각형 구획,종이와 연필,시나리오 / 미션 / 캠페인 게임,시뮬레이션,3차원 이동|25775|2|2|240|240|240|12|3.95
레지스탕스 쿠 프로모: 투기자|Coup: Speculator Promo|2015|https://boardlife.co.kr/data/boardgame_strategy_reg/2018/10/24/1540343871-208555.jpg|0.000|0.00|파티|블러핑,카드 게임,추리,확장 게임,파티 게임,정치|기억,플레이어 탈락,치고받기,가변적 플레이어 능력|186532|2|10|30|10|30|14|1
롤 포 더 갤럭시 프로모: 바운티풀 게이밍 그리드|Roll for the Galaxy: Bountiful Gaming Grid Promo Tile|2016|https://boardlife.co.kr/data/boardgame_strategy_reg/2018/10/24/1540343199-404451.png|0.000|0.00|전략|문명,주사위,경제,확장 게임,SF,우주 탐험|주사위 굴리기,동시 동작 선택|194291|2|5|45|45|45|13|2.3333
안드로이드: 넷러너 -월드 챔피언십 2016-코퍼-메시지 통제|Android|2017|https://boardlife.co.kr/data/boardgame_strategy_reg/2018/10/24/1540339337-491895.png|0.000|0.00|테마|살인 / 미스터리,SF|액션 포인트,연결,핸드 관리,네트워크 및 경로 구축,치고받기,가변적 플레이어 능력|39339|3|5|180|180|180|13|3.9679
도깨비주머니|Verfühlt nochmal!|2003|https://boardlife.co.kr/data/boardgame_strategy/2017/01/13/1484295472-434233.gif|0.000|0.00|어린이|액션 / 손재주,어린이 게임,판타지|패턴 인식|35901|2|4|10|5|10|3|1
용감한 기사들|Knuckling Knights|2004|https://boardlife.co.kr/data/boardgame_strategy/2017/01/13/1484290960-851306.gif|0.000|0.00|어린이|어린이 게임,중세|주사위 굴리기|11760|2|4|10|10|10|4|1.0476
양말 짝 맞추기|Socken zocken|2004|https://boardlife.co.kr/data/boardgame_strategy/2017/01/13/1484291604-960051.gif|0.000|0.00|어린이|어린이 게임|패턴 인식,세트 컬렉션|19399|2|6|10|10|10|4|1.0667
